gem,ficheiro,commit,categoria,loc_medio,loc_max,pct_singleton,pct_duck,mixins_por_classe,profundidade_heranca,metaprog_por_100,metodos,classes,formas,razao_formas,excluido_por
rubocop-rails,lib/rubocop/cop/rails/table_name_assignment.rb,2ccba590ec47,code formatting,5,5,0,0,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/time_zone_assignment.rb,2ccba590ec47,code formatting,5,5,0,0,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/to_formatted_s.rb,2ccba590ec47,code formatting,7,7,0,100,0.75,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/unused_render_content.rb,2ccba590ec47,code formatting,5,5,0,0,0.25,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/rails/version.rb,2ccba590ec47,code formatting,3,3,100,0,0.0,0,0.0,1,3,1,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop-rspec.rb,2488441eb70a,code formatting,4,4,0,0,0.0,0,0.0,1,0,1,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/any_instance.rb,2488441eb70a,code formatting,3,3,0,100,0.0,2,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/be.rb,2488441eb70a,code formatting,5,5,0,100,0.0,2,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/be_empty.rb,2488441eb70a,code formatting,7,7,0,100,0.25,2,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/be_eq.rb,2488441eb70a,code formatting,7,7,0,100,0.25,2,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/be_eql.rb,2488441eb70a,code formatting,7,7,0,100,0.25,2,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/before_after_all.rb,2488441eb70a,code formatting,8,8,0,100,0.0,2,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/contain_exactly.rb,2488441eb70a,code formatting,8,8,0,100,0.25,2,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/describe_symbol.rb,2488441eb70a,code formatting,5,5,0,0,0.0,2,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/described_class_module_wrapping.rb,2488441eb70a,code formatting,5,5,0,0,0.0,2,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/dialect.rb,2488441eb70a,code formatting,14,14,0,100,0.5,2,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/empty_hook.rb,2488441eb70a,code formatting,9,9,0,100,0.5,2,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/empty_line_after_example_group.rb,2488441eb70a,code formatting,7,7,0,0,0.5,2,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/empty_line_after_final_let.rb,2488441eb70a,code formatting,11,11,0,100,0.5,2,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/empty_line_after_subject.rb,2488441eb70a,code formatting,8,8,0,0,0.75,2,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/empty_output.rb,2488441eb70a,code formatting,10,10,0,100,0.25,2,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/identical_equality_assertion.rb,2488441eb70a,code formatting,5,5,0,100,0.0,2,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/include_examples.rb,2488441eb70a,code formatting,7,7,0,100,0.25,2,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/is_expected_specify.rb,2488441eb70a,code formatting,9,9,0,100,0.25,2,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/message_chain.rb,2488441eb70a,code formatting,5,5,0,100,0.0,2,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/missing_example_group_argument.rb,2488441eb70a,code formatting,6,6,0,100,0.0,2,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/missing_expectation_target_method.rb,2488441eb70a,code formatting,7,7,0,100,0.0,2,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/mixin/file_help.rb,2488441eb70a,code formatting,3,3,0,100,0.0,0,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/mixin/final_end_location.rb,2488441eb70a,code formatting,8,8,0,100,0.0,0,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/mixin/inside_example.rb,2488441eb70a,code formatting,3,3,0,100,0.0,0,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/mixin/namespace.rb,2488441eb70a,code formatting,6,6,0,100,0.0,0,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/multiple_describes.rb,2488441eb70a,code formatting,9,9,0,100,0.25,2,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/no_expectation_example.rb,2488441eb70a,code formatting,8,8,0,100,0.5,2,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/remove_const.rb,2488441eb70a,code formatting,5,5,0,0,0.25,2,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/cop/rspec/skip_block_inside_example.rb,2488441eb70a,code formatting,6,6,0,100,0.25,2,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/rspec/cop/generator.rb,2488441eb70a,code formatting,10,10,0,0,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/rspec/node.rb,2488441eb70a,code formatting,8,8,0,100,0.0,0,0.0,1,3,1,1.0,menos de 3 formas distintas
rubocop-rspec,lib/rubocop/rspec/shared_contexts/default_rspec_language_config_context.rb,2488441eb70a,code formatting,10,10,0,100,0.0,0,0.0,1,0,1,1.0,menos de 3 formas distintas
rufus-scheduler,misc/six_field_cronline_test.rb,ec048146d12d,scheduling,10,10,0,100,0.0,0,0.0,1,0,1,1.0,menos de 3 formas distintas
savon,lib/savon/string_utils.rb,69ab4149642b,http clients and tools,10,10,100,100,0.0,0,0.0,1,2,1,1.0,menos de 3 formas distintas
sawyer,example/server.rb,7a60719e675f,http clients and tools,3,3,0,0,0.0,0,0.0,1,0,1,1.0,menos de 3 formas distintas
sawyer,lib/sawyer/link_parsers/hal.rb,7a60719e675f,http clients and tools,5,5,0,100,0.0,0,0.0,1,3,1,1.0,menos de 3 formas distintas
sawyer,lib/sawyer/link_parsers/simple.rb,7a60719e675f,http clients and tools,11,11,0,100,0.0,0,0.0,1,3,1,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/bidi/error.rb,9175ed94d83e,testing,4,4,100,0,0.0,0,100.0,1,6,1,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/bidi/network/cookies.rb,9175ed94d83e,testing,11,11,0,100,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/bidi/network/headers.rb,9175ed94d83e,testing,11,11,0,100,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/common/driver_extensions/downloads_files.rb,9175ed94d83e,testing,10,10,0,100,0.0,0,0.0,1,4,1,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/common/driver_extensions/has_cdp.rb,9175ed94d83e,testing,3,3,0,100,0.0,0,0.0,1,4,1,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/common/driver_extensions/has_debugger.rb,9175ed94d83e,testing,3,3,0,100,0.0,0,0.0,1,4,1,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/common/driver_extensions/has_devtools.rb,9175ed94d83e,testing,9,9,0,0,0.0,0,0.0,1,4,1,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/common/driver_extensions/has_launching.rb,9175ed94d83e,testing,3,3,0,100,0.0,0,0.0,1,4,1,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/common/driver_extensions/has_logs.rb,9175ed94d83e,testing,3,3,0,0,0.0,0,0.0,1,4,1,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/common/driver_extensions/has_network_interception.rb,9175ed94d83e,testing,4,4,0,100,0.0,0,0.0,1,4,1,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/common/driver_extensions/has_session_events.rb,9175ed94d83e,testing,3,3,0,100,0.0,0,0.0,1,4,1,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/common/driver_extensions/has_session_id.rb,9175ed94d83e,testing,3,3,0,100,0.0,0,0.0,1,4,1,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/common/driver_extensions/uploads_files.rb,9175ed94d83e,testing,5,5,0,100,0.0,0,0.0,1,4,1,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/common/fedcm/account.rb,9175ed94d83e,testing,11,11,0,100,0.0,0,0.0,1,4,1,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/common/interactions/none_input.rb,9175ed94d83e,testing,4,4,0,0,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/devtools/console_event.rb,9175ed94d83e,testing,7,7,0,100,0.0,0,0.0,1,4,1,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/devtools/exception_event.rb,9175ed94d83e,testing,5,5,0,100,0.0,0,0.0,1,4,1,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/devtools/mutation_event.rb,9175ed94d83e,testing,6,6,0,0,0.0,0,0.0,1,4,1,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/ie/service.rb,9175ed94d83e,testing,9,9,0,100,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/remote/server_error.rb,9175ed94d83e,testing,7,7,0,100,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
selenium-webdriver,lib/selenium/webdriver/support/escaper.rb,9175ed94d83e,testing,16,16,100,100,0.0,0,0.0,1,4,1,1.0,menos de 3 formas distintas
sentry-ruby,sentry-delayed_job/lib/sentry/delayed_job/configuration.rb,a940dfdb5a64,error handling,3,3,0,0,0.0,0,0.0,1,4,1,1.0,menos de 3 formas distintas
sentry-ruby,sentry-opentelemetry/lib/sentry/opentelemetry/configuration.rb,a940dfdb5a64,error handling,6,6,0,0,0.0,0,0.0,1,4,1,1.0,menos de 3 formas distintas
sentry-ruby,sentry-rails/app/jobs/sentry/send_event_job.rb,a940dfdb5a64,error handling,3,3,0,0,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
sentry-ruby,sentry-rails/benchmarks/application.rb,a940dfdb5a64,error handling,8,8,0,100,0.0,0,0.0,1,0,1,1.0,menos de 3 formas distintas
sentry-ruby,sentry-rails/lib/sentry/rails/background_worker.rb,a940dfdb5a64,error handling,9,9,0,0,0.0,0,0.0,1,3,1,1.0,menos de 3 formas distintas
sentry-ruby,sentry-rails/lib/sentry/rails/backtrace_cleaner.rb,a940dfdb5a64,error handling,15,15,0,100,0.0,1,0.0,1,3,1,1.0,menos de 3 formas distintas
sentry-ruby,sentry-rails/lib/sentry/rails/error_subscriber.rb,a940dfdb5a64,error handling,23,23,0,100,0.0,0,0.0,1,3,1,1.0,menos de 3 formas distintas
sentry-ruby,sentry-rails/lib/sentry/rails/overrides/streaming_reporter.rb,a940dfdb5a64,error handling,4,4,0,0,0.0,0,0.0,1,4,1,1.0,menos de 3 formas distintas
sentry-ruby,sentry-rails/lib/sentry/rails/tracing/action_view_subscriber.rb,a940dfdb5a64,error handling,11,11,100,100,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
sentry-ruby,sentry-rails/lib/sentry/rails/tracing/active_record_subscriber.rb,a940dfdb5a64,error handling,60,60,100,100,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
sentry-ruby,sentry-rails/lib/sentry/rails/tracing/active_storage_subscriber.rb,a940dfdb5a64,error handling,18,18,100,100,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
sentry-ruby,sentry-resque/lib/sentry/resque/configuration.rb,a940dfdb5a64,error handling,3,3,0,0,0.0,0,0.0,1,4,1,1.0,menos de 3 formas distintas
sentry-ruby,sentry-ruby/lib/sentry/interface.rb,a940dfdb5a64,error handling,3,3,0,100,0.0,0,100.0,1,2,1,1.0,menos de 3 formas distintas
sentry-ruby,sentry-ruby/lib/sentry/interfaces/mechanism.rb,a940dfdb5a64,error handling,4,4,0,0,0.0,1,0.0,1,2,1,1.0,menos de 3 formas distintas
sentry-ruby,sentry-ruby/lib/sentry/log_event_buffer.rb,a940dfdb5a64,error handling,12,12,0,100,0.0,2,0.0,1,2,1,1.0,menos de 3 formas distintas
sentry-ruby,sentry-ruby/lib/sentry/logger.rb,a940dfdb5a64,error handling,9,9,0,100,0.0,1,0.0,1,2,1,1.0,menos de 3 formas distintas
sentry-ruby,sentry-ruby/lib/sentry/metric_event_buffer.rb,a940dfdb5a64,error handling,12,12,0,100,0.0,2,0.0,1,2,1,1.0,menos de 3 formas distintas
sentry-ruby,sentry-ruby/lib/sentry/puma.rb,a940dfdb5a64,error handling,18,18,0,100,0.0,0,0.0,1,3,1,1.0,menos de 3 formas distintas
sentry-ruby,sentry-ruby/lib/sentry/rake.rb,a940dfdb5a64,error handling,11,11,0,100,0.2,0,0.0,1,5,1,1.0,menos de 3 formas distintas
sentry-ruby,sentry-ruby/lib/sentry/sequel.rb,a940dfdb5a64,error handling,17,17,0,100,0.0,0,0.0,1,3,1,1.0,menos de 3 formas distintas
sentry-ruby,sentry-ruby/lib/sentry/std_lib_logger.rb,a940dfdb5a64,error handling,33,33,0,100,0.0,0,100.0,1,2,1,1.0,menos de 3 formas distintas
sentry-ruby,sentry-ruby/lib/sentry/utils/custom_inspection.rb,a940dfdb5a64,error handling,8,8,0,100,0.0,0,100.0,1,2,1,1.0,menos de 3 formas distintas
sentry-ruby,sentry-ruby/lib/sentry/utils/env_helper.rb,a940dfdb5a64,error handling,10,10,100,100,0.0,0,0.0,1,3,1,1.0,menos de 3 formas distintas
sentry-ruby,sentry-ruby/lib/sentry/utils/exception_cause_chain.rb,a940dfdb5a64,error handling,12,12,100,100,0.0,0,0.0,1,3,1,1.0,menos de 3 formas distintas
sentry-ruby,sentry-ruby/lib/sentry/utils/request_id.rb,a940dfdb5a64,error handling,7,7,100,100,0.0,0,0.0,1,3,1,1.0,menos de 3 formas distintas
sentry-ruby,sentry-ruby/lib/sentry/utils/telemetry_attributes.rb,a940dfdb5a64,error handling,30,30,0,100,0.0,0,0.0,1,3,1,1.0,menos de 3 formas distintas
sentry-ruby,sentry-ruby/lib/sentry/utils/uuid.rb,a940dfdb5a64,error handling,3,3,100,0,0.0,0,0.0,1,2,1,1.0,menos de 3 formas distintas
sentry-ruby,sentry-sidekiq/lib/sentry/sidekiq-scheduler/scheduler.rb,a940dfdb5a64,error handling,47,47,0,100,0.0,0,500.0,1,3,1,1.0,menos de 3 formas distintas
sentry-ruby,sentry-sidekiq/lib/sentry/sidekiq/configuration.rb,a940dfdb5a64,error handling,5,5,0,0,0.0,0,0.0,1,4,1,1.0,menos de 3 formas distintas
sentry-ruby,sentry-sidekiq/lib/sentry/sidekiq/cron/helpers.rb,a940dfdb5a64,error handling,12,12,100,100,0.0,0,0.0,1,4,1,1.0,menos de 3 formas distintas
shoulda-matchers,lib/shoulda/matchers/active_model/allow_value_matcher/successful_check.rb,cf3b3685f2c0,testing,3,3,0,0,0.0,0,0.0,1,5,1,1.0,menos de 3 formas distintas
shoulda-matchers,lib/shoulda/matchers/active_model/allow_value_matcher/successful_setting.rb,cf3b3685f2c0,testing,3,3,0,0,0.0,0,0.0,1,5,1,1.0,menos de 3 formas distintas
shoulda-matchers,lib/shoulda/matchers/independent/delegate_method_matcher/target_not_defined_error.rb,cf3b3685f2c0,testing,4,4,0,0,0.0,1,0.0,1,5,1,1.0,menos de 3 formas distintas
shoulda-matchers,lib/shoulda/matchers/integrations/inclusion.rb,cf3b3685f2c0,testing,11,11,0,100,0.0,0,100.0,1,4,1,1.0,menos de 3 formas distintas
shoulda-matchers,lib/shoulda/matchers/integrations/libraries/rails.rb,cf3b3685f2c0,testing,9,9,0,100,0.2,0,0.0,1,5,1,1.0,menos de 3 formas distintas
shoulda-matchers,lib/shoulda/matchers/integrations/rails.rb,cf3b3685f2c0,testing,3,3,0,0,0.0,0,0.0,1,4,1,1.0,menos de 3 formas distintas
shoulda-matchers,lib/shoulda/matchers/routing.rb,cf3b3685f2c0,testing,3,3,0,0,0.0,0,0.0,1,3,1,1.0,menos de 3 formas distintas
simplecov,benchmarks/result.rb,76a8e4e0f661,code analysis and metrics,6,6,0,100,0.0,0,0.0,1,1,1,1.0,menos de 3 formas distintas
simplecov,lib/minitest/simplecov_plugin.rb,76a8e4e0f661,code analysis and metrics,10,10,100,0,0.0,0,0.0,1,1,1,1.0,menos de 3 formas distintas
simplecov,lib/simplecov/cli/serve/report_preparer.rb,76a8e4e0f661,code analysis and metrics,14,14,100,100,0.0,0,0.0,1,4,1,1.0,menos de 3 formas distintas
simplecov,lib/simplecov/combine/identity_interner.rb,76a8e4e0f661,code analysis and metrics,7,7,0,100,0.0,0,0.0,1,3,1,1.0,menos de 3 formas distintas
simplecov,lib/simplecov/combine/interned_counts.rb,76a8e4e0f661,code analysis and metrics,12,12,0,100,0.0,0,0.0,1,3,1,1.0,menos de 3 formas distintas
simplecov,lib/simplecov/combine/results_combiner.rb,76a8e4e0f661,code analysis and metrics,5,5,0,100,0.0,0,0.0,1,3,1,1.0,menos de 3 formas distintas
simplecov,lib/simplecov/coverage_json.rb,76a8e4e0f661,code analysis and metrics,11,11,100,100,0.0,1,0.0,1,3,1,1.0,menos de 3 formas distintas
simplecov,lib/simplecov/exit_codes.rb,76a8e4e0f661,code analysis and metrics,7,7,100,0,0.0,0,0.0,1,2,1,1.0,menos de 3 formas distintas
simplecov,test_projects/encodings/lib/euc_jp_not_declared.rb,76a8e4e0f661,code analysis and metrics,3,3,0,0,0.0,0,0.0,1,1,1,1.0,menos de 3 formas distintas
simplecov,test_projects/encodings/lib/euc_jp_not_declared_tracked.rb,76a8e4e0f661,code analysis and metrics,3,3,0,0,0.0,0,0.0,1,1,1,1.0,menos de 3 formas distintas
simplecov,test_projects/encodings/lib/utf8.rb,76a8e4e0f661,code analysis and metrics,3,3,0,0,0.0,0,0.0,1,1,1,1.0,menos de 3 formas distintas
simplecov,test_projects/faked_project/lib/faked_project.rb,76a8e4e0f661,code analysis and metrics,3,3,100,0,0.0,0,0.0,1,1,1,1.0,menos de 3 formas distintas
simplecov,test_projects/old_coverage_json/lib/code.rb,76a8e4e0f661,code analysis and metrics,7,7,0,100,0.0,0,0.0,1,1,1,1.0,menos de 3 formas distintas
simplecov,test_projects/parallel_tests/lib/c.rb,76a8e4e0f661,code analysis and metrics,5,5,0,100,0.0,0,0.0,1,1,1,1.0,menos de 3 formas distintas
simplecov,test_projects/parallel_tests/lib/d.rb,76a8e4e0f661,code analysis and metrics,12,12,0,0,0.0,0,0.0,1,1,1,1.0,menos de 3 formas distintas
simplecov,test_projects/rails/minitest_rails/app/models/order.rb,76a8e4e0f661,code analysis and metrics,3,3,0,100,0.0,0,0.0,1,1,1,1.0,menos de 3 formas distintas
simplecov,test_projects/rails/minitest_rails/app/models/receipt.rb,76a8e4e0f661,code analysis and metrics,3,3,0,0,0.0,0,0.0,1,1,1,1.0,menos de 3 formas distintas
simplecov,test_projects/rails/rspec_rails/app/models/foo.rb,76a8e4e0f661,code analysis and metrics,3,3,0,0,0.0,0,0.0,1,1,1,1.0,menos de 3 formas distintas
slack-notifier,lib/slack-notifier/payload_middleware/channels.rb,29e51132ce0e,third-party apis,9,9,0,100,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
slack-notifier,lib/slack-notifier/payload_middleware/format_message.rb,29e51132ce0e,third-party apis,6,6,0,100,0.0,1,0.0,1,4,1,1.0,menos de 3 formas distintas
slack-notifier,lib/slack-notifier/util/escape.rb,29e51132ce0e,third-party apis,3,3,100,100,0.0,0,0.0,1,4,1,1.0,menos de 3 formas distintas
spring,lib/spring/client/version.rb,b7f3fd04b2ed,testing,3,3,0,0,0.0,1,0.0,1,3,1,1.0,menos de 3 formas distintas
spring,lib/spring/commands/rake.rb,b7f3fd04b2ed,testing,13,13,0,100,0.0,0,0.0,1,3,1,1.0,menos de 3 formas distintas
spring,lib/spring/failsafe_thread.rb,b7f3fd04b2ed,testing,8,8,100,0,0.0,0,0.0,1,1,1,1.0,menos de 3 formas distintas
sprockets,lib/sprockets/add_source_map_comment_to_asset_processor.rb,73c5a5316bd1,assets,30,30,100,100,0.0,0,0.0,1,2,1,1.0,menos de 3 formas distintas
sprockets,lib/sprockets/exporters/zopfli_exporter.rb,73c5a5316bd1,assets,4,4,0,0,0.0,2,0.0,1,3,1,1.0,menos de 3 formas distintas
sprockets,lib/sprockets/file_reader.rb,73c5a5316bd1,assets,7,7,100,100,0.0,0,0.0,1,2,1,1.0,menos de 3 formas distintas
state_machines,lib/state_machines/async_mode/async_event_extensions.rb,219b43ea588f,state machines,39,39,0,100,0.0,0,0.0,1,3,1,1.0,menos de 3 formas distintas
state_machines,lib/state_machines/machine/validation.rb,219b43ea588f,state machines,13,13,0,100,0.0,0,0.0,1,3,1,1.0,menos de 3 formas distintas
state_machines,lib/state_machines/macro_methods.rb,219b43ea588f,state machines,3,3,0,0,0.0,0,0.0,1,2,1,1.0,menos de 3 formas distintas
terminal-table,lib/terminal-table/table_helper.rb,ba051e6f8aae,cli utilities,3,3,0,100,0.0,0,0.0,1,3,1,1.0,menos de 3 formas distintas
terminal-table,lib/terminal-table/util.rb,ba051e6f8aae,cli utilities,5,5,0,100,0.0,0,0.0,1,3,1,1.0,menos de 3 formas distintas
thin,example/adapter.rb,84a5188612d8,web servers,8,8,0,0,0.0,0,0.0,1,1,1,1.0,menos de 3 formas distintas
tilt,lib/tilt/cli.rb,f0d75c60e3a6,template engine,94,94,100,100,0.0,0,0.0,1,1,1,1.0,menos de 3 formas distintas
twilio-ruby,lib/twilio-ruby/credential/auth_type.rb,c58e213a6f04,third-party apis,3,3,0,0,0.0,0,0.0,1,3,1,1.0,menos de 3 formas distintas
twilio-ruby,lib/twilio-ruby/credential/credential_provider.rb,c58e213a6f04,third-party apis,3,3,0,0,0.0,0,0.0,1,3,1,1.0,menos de 3 formas distintas
twilio-ruby,lib/twilio-ruby/framework/rest/helper.rb,c58e213a6f04,third-party apis,5,5,0,100,0.0,0,0.0,1,2,1,1.0,menos de 3 formas distintas
twilio-ruby,lib/twilio-ruby/framework/rest/obsolete_client.rb,c58e213a6f04,third-party apis,4,4,0,0,0.0,0,0.0,1,3,1,1.0,menos de 3 formas distintas
twilio-ruby,lib/twilio-ruby/framework/values.rb,c58e213a6f04,third-party apis,3,3,100,100,0.0,0,0.0,1,2,1,1.0,menos de 3 formas distintas
twilio-ruby,lib/twilio-ruby/rest/content.rb,c58e213a6f04,third-party apis,4,4,0,0,0.0,2,0.0,1,3,1,1.0,menos de 3 formas distintas
twilio-ruby,lib/twilio-ruby/rest/frontline_api.rb,c58e213a6f04,third-party apis,4,4,0,0,0.0,2,0.0,1,3,1,1.0,menos de 3 formas distintas
twilio-ruby,lib/twilio-ruby/rest/lookups.rb,c58e213a6f04,third-party apis,4,4,0,0,0.0,2,0.0,1,3,1,1.0,menos de 3 formas distintas
twilio-ruby,lib/twilio-ruby/rest/numbers.rb,c58e213a6f04,third-party apis,4,4,0,0,0.0,2,0.0,1,3,1,1.0,menos de 3 formas distintas
twilio-ruby,lib/twilio-ruby/rest/preview_iam.rb,c58e213a6f04,third-party apis,3,3,0,0,0.0,2,0.0,1,3,1,1.0,menos de 3 formas distintas
twilio-ruby,lib/twilio-ruby/rest/proxy.rb,c58e213a6f04,third-party apis,4,4,0,0,0.0,2,0.0,1,3,1,1.0,menos de 3 formas distintas
twilio-ruby,lib/twilio-ruby/rest/serverless.rb,c58e213a6f04,third-party apis,4,4,0,0,0.0,2,0.0,1,3,1,1.0,menos de 3 formas distintas
twilio-ruby,lib/twilio-ruby/rest/sync.rb,c58e213a6f04,third-party apis,4,4,0,0,0.0,2,0.0,1,3,1,1.0,menos de 3 formas distintas
twilio-ruby,lib/twilio-ruby/rest/taskrouter.rb,c58e213a6f04,third-party apis,4,4,0,0,0.0,2,0.0,1,3,1,1.0,menos de 3 formas distintas
